,CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1_School closing,C1_Flag,C2_Workplace closing,C2_Flag,C3_Cancel public events,C3_Flag,C4_Restrictions on gatherings,C4_Flag,C5_Close public transport,C5_Flag,C6_Stay at home requirements,C6_Flag,C7_Restrictions on internal movement,C7_Flag,C8_International travel controls,E1_Income support,E1_Flag,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H1_Flag,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H6_Flag,H7_Vaccination policy,H7_Flag,H8_Protection of elderly people,H8_Flag,M1_Wildcard,V1_Vaccine Prioritisation (summary),V2A_Vaccine Availability (summary),V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
14,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200115,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200116,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200117,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200118,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200119,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200120,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
20,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200121,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
21,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200122,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
22,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200123,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
23,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200124,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
24,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200125,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
25,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200126,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
26,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200127,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
27,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200128,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
28,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200129,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
29,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200130,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,,5.56,5.56,9.52,9.52,5.21,5.21,5.95,5.95,0.0,0.0
30,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200131,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0.0,0.0
31,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200201,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,1.0,,5.56,5.56,9.52,9.52,11.46,11.46,13.1,13.1,0.0,0.0
32,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200202,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,2.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
33,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200203,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,2.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
34,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200204,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,2.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
35,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200205,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,3.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
36,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200206,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,3.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
37,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200207,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,3.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
38,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200208,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,6.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
39,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200209,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,7.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
40,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200210,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,7.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
41,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200211,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
42,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200212,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
43,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200213,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
44,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200214,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
45,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200215,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
46,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200216,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
47,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200217,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
48,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200218,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
49,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200219,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
50,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200220,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,10.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
51,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200221,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,11.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
52,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200222,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,11.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
53,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200223,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,13.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
54,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200224,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,15.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
55,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200225,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,20.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
56,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200226,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,24.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
57,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200227,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,32.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
58,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200228,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,43.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
59,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200229,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,48.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
60,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200301,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,69.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
61,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200302,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,110.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
62,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200303,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,163.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
63,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200304,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,212.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
64,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200305,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,258.0,,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
65,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200306,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,332.0,1.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
66,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200307,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,387.0,2.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
67,United Kingdom,GBR,England,UK_ENG,STATE_TOTAL,20200308,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,437.0,2.0,11.11,11.11,14.29,14.29,14.58,14.58,16.67,16.67,0.0,0.0
